Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_24_75_P01,7401352.059922834,21.917849686847596,-1656961.3405273987,0.4545429751953418,-56458.449418109005,7401352.059922834,15933.10615443319,-2108.72879137415,-12357.379629759327,22280.37845652841,4,33941.85272936036,75,24,0.5100545486639172,1576194.6893377537,-6407.808665451891,47.9,840.8642495562301,12768000.0,240955.57990975035,4,0.5796798292546079,59347.130920838455,26.496998140052906,38.25,-0.541483723203644,4696273.788029483,20.74421273157161,"[1, 14, 1.5, 14, 0.5, 25.8]",768.0747570711051,6942.459155184412,7.3333,0.42087456616675817,0.5796798292546079,1.9499999999999993,12768000.0
TX_24_75_P02,7454265.689059112,22.451171875,-1803310.285654706,0.4545429751953418,-55916.30088802294,7454265.689059112,17744.233820495047,-2261.71100480647,-12499.034330457853,24402.62671720931,4,34375.65031190111,75,24,0.5137010225795973,1716378.516236645,-6608.482077254692,48.0,847.382894371599,12768000.0,261489.3248447127,4,0.583824067125557,58745.761515739505,28.79763903578178,40.75,-0.48400751443743667,4653723.696308574,22.904508784373455,"[1, 15, 1.25, 15, 0.5, 28.5]",774.7048403238845,8311.151184082031,7.3333,0.4238379301791053,0.583824067125557,2.0,12768000.0
TX_24_75_P03,7450399.895850249,25.028301886792455,-1904779.6803341676,0.4545429751953418,-52160.39549802829,7450399.895850249,18247.907244984788,-2199.2387130402267,-13757.089154979549,25002.285191523188,4,34497.73623341707,75,24,0.5134346164696851,1820773.466211062,-6643.762593618498,39.75,789.1490557615851,12768000.0,259937.51163229402,4,0.5835212951010533,54565.49906320659,31.68258899758069,43.5,-0.47011953711784754,4655775.316868129,25.202625487271963,"[0.75, 12, 1.25, 12, 0.5, 31.5]",724.0478677191984,7412.858785377361,7.3333,0.42362143109066036,0.5835212951010533,2.0,12768000.0
TX_24_75_P04,7389283.6773213595,24.4770205479452,-1866551.5465837687,0.4545429751953418,-47211.22108096554,7389283.6773213595,17523.359068282174,-2344.8004444322387,-19375.69333635206,23427.46124175754,4,34309.67420786555,75,24,0.5092228717769022,1781384.4895631378,-6506.185688239963,36.5,680.7165335759416,12768000.0,236480.61245370648,4,0.5787346238503571,49466.65304576498,34.41588397844305,45.62,-0.5030071502696497,4677676.72299749,28.151716245771944,"[0.75, 12, 0.875, 12, 0.5, 34]",622.4614838860482,7528.912680151256,7.3333,0.4201986909476093,0.5787346238503571,1.9949999999999974,12768000.0
TX_24_75_P05,7534811.588284966,26.461783439490446,-2006264.9611056389,0.4545429751953418,-47762.06108924412,7534811.588284966,21312.606464321456,-2359.1198010886783,-13096.353508811391,28725.214895429508,4,35279.727279489685,75,24,0.5192517384412071,1899282.5314283392,-6779.603649985458,39.25,796.6695420589872,12768000.0,295778.70710877556,4,0.5901324865511408,50450.99896374291,36.056624960443926,48.25,-0.3937739476453517,4687013.908619013,29.215865127118093,"[0.75, 12, 1, 12, 0.5, 36.5]",729.4874333376885,9284.447883492569,7.3333,0.42834880616709137,0.5901324865511408,2.0,12768000.0
TX_24_75_R01,7447259.957801731,20.61,-1760649.1834003546,0.4545429751953418,-59519.802588940314,7447259.957801731,16654.93872624326,-2469.239824601823,-19683.122393385012,23602.79596941452,4,35052.33678326643,75,24,0.5132182317238707,1650890.9947725974,-6704.58502077679,57.2,877.3992699696493,12768000.0,258683.17793068875,4,0.5832753726348474,63471.962270954886,26.90086118971923,38.11,-0.4764495623143535,4665388.105681901,21.355033974300593,"[27, 194]",779.9069177921424,7860.0,7.3333,0.42344558264545146,0.5832753726348474,3.1099999999999994,12768000.0
TX_24_75_R02,7437433.4325932255,21.439999999999998,-1829046.7484236564,0.4545429751953418,-56845.07811381186,7437433.4325932255,17087.274872771697,-2381.701583156156,-15862.468278346225,23621.432982651433,4,35077.23140686656,75,24,0.5125410495226215,1720123.4428133403,-6734.319948681428,51.0,817.0435893852684,12768000.0,254792.82603902783,4,0.5825057512995947,60440.88527080532,28.9108601909769,40.44,-0.4679768205026793,4658608.426067338,23.225602084821986,"[30, 173]",735.7085861700133,8230.0,7.3333,0.4228952599470345,0.5825057512995947,2.4399999999999977,12768000.0
TX_24_75_R03,7382212.280236995,22.799999999999997,-1962825.12767571,0.4545429751953418,-53086.39803114685,7382212.280236995,16593.401244815068,-2372.9815572072707,-21872.07589008598,22520.772576895615,4,35269.50045331243,75,24,0.5087355556461347,1853986.4148447292,-6763.419493362007,41.6,697.8783504884527,12768000.0,233893.42219249217,4,0.5781807863594137,56200.82714055348,32.27034132973616,43.3,-0.4841585777178312,4639606.82348102,26.307361901141945,"[33, 141]",630.7512439738317,7450.0,7.3333,0.4198026658784753,0.5781807863594137,2.299999999999997,12768000.0
TX_24_75_R04,7487012.8035153905,23.85,-1805382.8353550048,0.4545429751953418,-47752.98406257588,7487012.8035153905,19159.075746965784,-2305.570866845127,-12410.115994896292,25952.609065611363,4,35114.239062232584,75,24,0.5159577473710697,1701148.2147174522,-6552.230520185828,44.2,767.629865633433,12768000.0,274972.99138517707,4,0.5863888473931227,50675.83893064118,33.8087537073558,45.85,-0.446387194061487,4731752.919168227,27.59009462147547,"[36, 150]",694.4186313900068,9040.0,7.3333,0.42567189284755164,0.5863888473931227,1.8500000000000014,12768000.0
TX_24_75_R05,7510858.893384377,24.200000000000003,-1873306.8189625752,0.4545429751953418,-46530.728973124045,7510858.893384377,19086.710397512757,-2008.2324394766622,-7413.591933263079,25425.12599490344,4,35175.81166188361,75,24,0.517601069632604,1766710.4645218528,-6540.678057118015,43.8,731.2275334127105,12768000.0,285181.94641946635,4,0.5882564922763452,49336.078564389485,34.77047134185701,48.2,-0.43923072441170413,4722876.401324503,28.695766315533337,"[40, 149]",665.1402923915264,9800.0,7.3333,0.42700736436418024,0.5882564922763452,0.20000000000000284,12768000.0
TX_24_80_P01,7996523.970459796,21.93606557377049,-1780305.4373425527,0.4545429751953418,-60625.9556628442,7996523.970459796,17849.615126485725,-2160.311655988133,-10010.705064949254,25089.44244593832,4,33842.81681963013,80,24,0.5080923133381549,1707667.8573335526,-6532.0573815537555,54.9,954.1983629233848,13848000.0,279997.0149414432,5,0.5774497379014872,63200.60567947573,26.2937387243797,38.75,-0.5848018875763877,5011587.045444799,20.53748145226701,"[1.25, 14, 1.75, 14, 0.5, 25.8]",869.1238586372729,8389.107590163934,7.3333,0.41695869325698304,0.5774497379014872,1.9499999999999993,13848000.0
TX_24_80_P02,8050539.180997598,23.496376811594203,-1922742.6397924433,0.4545429751953418,-59962.017853971476,8050539.180997598,19641.68040700366,-2205.9304570454606,-10052.517869844936,27455.123263232992,4,34231.12136610431,80,24,0.5115243937494666,1848038.3133867697,-6701.093946429572,51.75,971.2153671382094,13848000.0,302508.8034456198,5,0.5813503163632003,62383.46921243275,28.268831190482977,41.0,-0.5263263146300862,4970732.538799515,22.0959657208274,"[1, 15, 1.5, 15, 0.5, 28.5]",888.9260897291147,9034.811820652174,7.3333,0.41972980703336715,0.5813503163632003,2.0,13848000.0
TX_24_80_P03,7957972.742291618,23.934210526315788,-2017099.292893138,0.4545429751953418,-56278.830181235026,7957972.742291618,18661.119016602264,-2304.834856279944,-13670.654911042686,25355.26307192196,4,34483.253194562545,80,24,0.5056428011783269,1942111.8992585614,-6760.100621109386,42.75,794.9535035766659,13848000.0,264864.5751438445,5,0.5746658537183433,58450.12855209581,31.89527809845885,43.75,-0.5541892105206544,4945694.040591177,25.653489759469476,"[1, 12, 1.25, 12, 0.5, 31.5]",727.4300374557766,8436.189967105263,7.3333,0.41498091998886627,0.5746658537183433,2.0,13848000.0
TX_24_80_P04,7992885.519070251,25.788512658227845,-1894426.1521840945,0.4545429751953418,-51040.95279219674,7992885.519070251,19818.30373126109,-2278.8104843179253,-13295.20374486625,26922.155727949645,4,34144.625531219004,80,24,0.5078611292398753,1826162.521486156,-6621.283456270361,39.5,795.335832483414,13848000.0,278536.28960327466,5,0.5771869958889552,52946.30685579058,33.85004752506367,45.87,-0.5351129890770133,5026020.790921193,27.178224262111932,"[0.75, 12, 1.125, 12, 0.5, 34]",729.1978879903861,8355.537191785337,7.3333,0.4167720317098024,0.5771869958889552,1.9949999999999974,13848000.0
TX_24_80_P05,8034780.88203508,26.461783439490446,-2107494.4913132563,0.4545429751953418,-51120.62249147673,8034780.88203508,21312.606464321456,-2359.1198010886783,-13096.353508811391,28725.214895429508,4,34543.97675921244,80,24,0.5105231248726748,2032803.0445527532,-6825.732999080836,39.25,796.6695420589872,13848000.0,295778.70710877556,5,0.5802123687200376,52997.86753449597,36.056624960443926,48.25,-0.491592953073997,4973547.162854618,29.215865127118093,"[0.75, 12, 1, 12, 0.5, 36.5]",729.4874333376885,9284.447883492569,7.3333,0.4189213673566052,0.5802123687200376,2.0,13848000.0
TX_24_80_R01,8107494.502941816,21.159999999999997,-1866752.663219745,0.4545429751953418,-63079.42386117098,8107494.502941816,19898.54339062203,-2584.2277548649495,-14142.295842960992,28796.59293338016,4,34975.594081600546,80,24,0.5151432863321012,1760417.620739933,-6853.675021617901,69.4,1079.988477344074,13848000.0,327998.3167445223,5,0.5854632078958562,66884.32727820985,26.663796454752216,38.66,-0.4851564292318626,5008578.901010417,21.000003994167333,"[27, 235]",947.5495050452739,9700.0,7.3333,0.42265175579014497,0.5854632078958562,3.6599999999999966,13848000.0
TX_24_80_R02,8098203.8485528305,21.939999999999998,-1949439.2062780634,0.4545429751953418,-60673.36731962288,8098203.8485528305,20427.540545087584,-2504.144819105901,-12393.322125032495,28802.43342984088,4,35000.075446062954,80,24,0.5145529660756544,1843933.7019484672,-6865.064378263207,62.2,1007.9249063304302,13848000.0,323712.8388694875,5,0.5847923056436186,64141.02095067096,28.57597153214757,40.94,-0.47984019162622843,4999048.4279781785,22.742508312925292,"[30, 211]",898.2096549780291,10300.0,7.3333,0.4221751222620589,0.5847923056436186,2.9399999999999977,13848000.0
TX_24_80_R03,8024068.794784581,23.32,-2005870.6737345746,0.4545429751953418,-56583.772379794595,8024068.794784581,19769.839969434874,-2492.604081478906,-16057.332588617719,27328.378910006388,4,35213.644130914756,80,24,0.5098424879844604,1905911.920698718,-6880.389556372911,49.5,851.4024307288257,13848000.0,291281.0166962944,5,0.579438821113849,59548.41749405727,32.09807480419393,43.82,-0.4994519767535889,4979650.636239263,25.868600017013097,"[33, 169]",764.2408153681595,9290.0,7.3333,0.41837181081025215,0.579438821113849,2.8200000000000003,13848000.0
TX_24_80_R04,7983937.308021884,23.85,-1952641.3072672402,0.4545429751953418,-52170.03546580827,7983937.308021884,19159.075746965784,-2305.570866845127,-12410.115994896292,25952.609065611363,4,35057.18053651083,80,24,0.5072925675412424,1858497.635760217,-6728.164040811966,44.2,767.629865633433,13848000.0,274972.99138517707,5,0.5765408223585994,54809.67847268361,33.8087537073558,45.85,-0.5283646475975945,5022185.369323734,27.59009462147547,"[36, 150]",694.4186313900068,9040.0,7.3333,0.4163129663712944,0.5765408223585994,1.8500000000000014,13848000.0
TX_24_80_R05,8009302.3971350035,24.200000000000003,-2039627.0547264132,0.4545429751953418,-51171.939089535175,8009302.3971350035,19086.710397512757,-2008.2324394766622,-7413.591933263079,25425.12599490344,4,35120.60790530671,80,24,0.5089042436711612,1942916.1938653442,-6719.505082184325,43.8,731.2275334127105,13848000.0,285181.94641946635,5,0.5783725012373631,53717.05810335595,34.77047134185701,48.2,-0.5260752677174201,5006308.770563117,28.695766315533337,"[40, 149]",665.1402923915264,9800.0,7.3333,0.4176142581219094,0.5783725012373631,0.20000000000000284,13848000.0
TX_24_85_P01,8637817.94850703,24.41722972972973,-2043933.9125621726,0.4545429751953418,-63696.36356148258,8637817.94850703,21411.972442100458,-2167.0877148449595,-8746.22307868103,30399.154761900983,4,34214.34343222023,85,24,0.5091325417954592,1971076.4132465725,-6746.873887456653,55.5,1094.5061855667127,14928000.0,344086.36164017185,5,0.5786319633244259,66048.42780936313,27.7743106094562,41.25,-0.5731635838095318,5283853.699361029,21.369471263011455,"[1, 15, 1.75, 15, 0.5, 28.5]",1001.9888736864804,9684.291649070947,7.3333,0.41562725911603654,0.5786319633244259,2.0,14928000.0
TX_24_85_P02,8587435.091703298,25.30628272251309,-2101454.649184803,0.4545429751953418,-60754.50683819706,8587435.091703298,21330.65348674052,-2227.753102236366,-10112.205088351482,29663.70873035793,4,34263.65432395344,85,24,0.5061628621726287,2032622.3120475477,-6813.196125933146,47.75,970.4632860772272,14928000.0,321710.72176440473,5,0.5752569059286775,62809.882964981276,30.56654399597489,43.5,-0.5773725761709265,5270525.327952454,23.925037018093523,"[0.75, 16, 1.25, 16, 0.5, 31.5]",891.5619846526893,9412.452906849912,7.3333,0.41324404578087304,0.5752569059286775,2.0,14928000.0
TX_24_85_P03,8541292.53282928,25.7825,-2033860.3872158548,0.4545429751953418,-54751.51058204586,8541292.53282928,21148.568755634424,-2310.442989057381,-11845.607563249348,28820.203879501132,4,34202.01789218644,85,24,0.5034431153077927,1965723.6965338124,-6706.414621132674,42.5,855.4016494853363,14928000.0,302376.42478731816,5,0.5721658985014254,56646.874673516555,33.69201344987023,46.12,-0.5963685768081052,5329830.133366396,26.971530792667316,"[0.875, 12, 1.25, 12, 0.5, 34]",784.1070986369092,9337.145963541667,7.3333,0.4110614073081182,0.5721658985014254,1.9949999999999974,14928000.0
TX_24_85_P04,8747168.646757225,27.674870466321245,-2166329.641732017,0.4545429751953418,-53795.44929480277,8747168.646757225,26742.250574376772,-2409.0218307679615,-9581.792496874461,36751.36530750777,4,34487.18865908816,85,24,0.5155779194682837,2093721.8633896094,-6869.320539302944,48.25,1045.1281536072777,14928000.0,397538.8647978158,5,0.5859571708706608,55659.4591793376,35.16445823477226,49.0,-0.47337592454595134,5333687.178147643,27.899124851080437,"[1, 12, 1.5, 12, 0.5, 36.5]",958.533671472535,12463.545363773748,7.3333,0.4207997733165411,0.5859571708706608,2.0,14928000.0
TX_24_85_R01,8694542.088144349,22.299999999999997,-2073045.9352992696,0.4545429751953418,-64336.92390713349,8694542.088144349,22752.634747826713,-2613.0152821157417,-11565.13673600115,32385.87838069215,4,35031.692723933185,85,24,0.5124759909821488,1966034.1604714578,-6957.271357604443,69.2,1136.3586610843124,14928000.0,370946.7013102849,5,0.5824318119067757,67834.7526532336,28.499697753691226,41.3,-0.5182678816921561,5317323.543098357,22.592574940700672,"[30, 235]",1007.084619949083,11700.0,7.3333,0.4183104282450906,0.5824318119067757,3.299999999999997,14928000.0
TX_24_85_R02,8648913.015307587,23.18,-2157456.1314007808,0.4545429751953418,-61701.455623182774,8648913.015307587,22515.507923584424,-2527.457699427234,-11370.707517005909,31304.713549610282,4,35068.69885034913,85,24,0.5097865101466369,2055404.281880015,-6972.602366765914,59.2,1011.5622311710272,14928000.0,349198.0968466827,5,0.5793752019900581,64761.97951101161,30.946898356782878,43.68,-0.5287414265612221,5295715.806641102,24.791638080159828,"[33, 201]",908.1896021063272,11600.0,7.3333,0.4161520787239564,0.5793752019900581,2.6799999999999997,14928000.0
TX_24_85_R03,8583240.396229176,24.17,-2207532.251051231,0.4545429751953418,-58427.389859419185,8583240.396229176,21486.744804389902,-2393.974867526785,-11327.26500785957,29456.031567459955,4,35284.48303595693,85,24,0.505915617326589,2107389.5661772494,-6972.944114720121,50.1,876.6794517115904,14928000.0,319908.22803394304,5,0.5749759107870562,61201.531044583346,33.59954600276223,46.17,-0.5507543979526603,5274984.738546737,27.224657319570007,"[36, 170]",789.2383934230277,10500.0,7.3333,0.4130456280089348,0.5749759107870562,2.1700000000000017,14928000.0
TX_24_85_R04,8700219.056464715,24.979999999999997,-2134577.8180472073,0.4545429751953418,-53049.07983379086,8700219.056464715,24303.908218742847,-2295.5747949348042,-7895.205273784779,32815.18330707701,4,35138.437691607665,85,24,0.5128106043449067,2035272.6157677735,-6775.352148386565,53.3,941.7835665645152,14928000.0,373736.12043706834,5,0.5828121018532098,55635.20932473006,34.84365672973235,48.98,-0.5017943057532758,5378079.52037576,28.412713420460303,"[40, 183]",855.3884966594334,13200.0,7.3333,0.4185789605884848,0.5828121018532098,0.9799999999999969,14928000.0
TX_24_90_P01,9186908.52906238,23.92023006134969,-2076833.71141825,0.4545429751953418,-65080.9750751001,9186908.52906238,22882.360963528725,-2270.1972177168664,-8410.316170195048,32310.296582887746,4,33881.61806779388,90,24,0.5049643900041908,2006203.7317833293,-6705.95637478245,61.125,1162.9414004934788,16008000.0,371860.7848793212,5,0.5738948356485745,67368.82333422918,27.78325422861143,41.62,-0.6479268139491986,5650715.180380363,21.545540477738108,"[1.25, 15, 1.875, 15, 0.5, 28.5]",1062.0462729710532,11251.753981139764,7.3333,0.41026674740171665,0.5738948356485745,1.9949999999999974,16008000.0
TX_24_90_P02,9160521.815194596,23.585909090909087,-2143030.9808272948,0.4545429751953418,-61902.17092743003,9160521.815194596,23697.673985558566,-2479.6948305055803,-9585.999248852724,32416.267154176712,4,33990.585997094255,90,24,0.50351402715032,2072590.3199548458,-6780.490876292643,57.75,1054.4147649042552,16008000.0,359755.5991437474,5,0.57224649020456,64003.00316277679,30.743373701828073,44.12,-0.6359973947666121,5649120.336815719,24.568310324308378,"[1.25, 16, 1.375, 16, 0.5, 31.5]",964.5626285545413,12595.257102272728,7.3333,0.4091094682398292,0.57224649020456,1.9949999999999974,16008000.0
TX_24_90_P03,9296351.26623668,25.71468085106383,-2150702.885027141,0.4545429751953418,-58728.92491986521,9296351.26623668,27360.784612006035,-2474.028008302339,-8728.672109878069,37828.670608232555,4,33945.38258160436,90,24,0.5109799810860853,2081960.8871529032,-6756.491714387323,58.75,1189.911626939576,16008000.0,426079.95819965116,5,0.5807315883456197,60665.38936107197,31.791159739758974,46.12,-0.5571468568307429,5699447.491571415,25.06579431591366,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1091.5586502932142,14117.96292109929,7.3333,0.4150667312036552,0.5807315883456197,1.9949999999999974,16008000.0
TX_24_90_P04,9294362.416079802,27.337703349282293,-2192338.4545027027,0.4545429751953418,-55705.34380290063,9294362.416079802,28138.979900187678,-2466.918738847788,-9160.743302336898,38704.59348915924,4,34011.12850810867,90,24,0.5108706626463622,2125351.3793723327,-6783.979020886909,52.25,1125.1351491791631,16008000.0,425034.38136642653,5,0.580607347331322,57458.79241922851,34.39995054584864,48.62,-0.5416224007215674,5701817.379340237,27.218471095310413,"[0.875, 16, 1.25, 16, 0.5, 36.5]",1033.8192693356632,13787.08091606858,7.3333,0.41497950340961454,0.580607347331322,1.9949999999999974,16008000.0
TX_24_90_R01,9287845.149052355,22.61,-2188389.244850752,0.4545429751953418,-67964.15257395082,9287845.149052355,24937.29039574381,-2701.6140011911734,-10839.268231628595,35849.54479352404,4,35054.657784282725,90,24,0.5105124368342081,2080400.5510598503,-7048.454978606322,76.9,1267.0986567889965,16008000.0,421624.29019513365,5,0.5802002217049198,71487.76158007437,28.29262315246371,41.61,-0.5563587193171587,5636650.852158216,22.36948432131731,"[30, 261]",1114.7905797711874,13100.0,7.3333,0.414693666478153,0.5802002217049198,3.6099999999999994,16008000.0
TX_24_90_R02,9228530.018591883,23.43,-2265056.724532052,0.4545429751953418,-64924.16245547503,9228530.018591883,24558.501145690003,-2608.018275321123,-10683.234256822649,34439.66227025562,4,35091.537322992306,90,24,0.5072521421903418,2163221.4154424258,-7057.598046276924,65.2,1122.6802085146223,16008000.0,391701.5786710697,5,0.5764948787226314,67977.24177570913,30.676288767770735,43.93,-0.5644186184801857,5620554.586488461,24.48346278548752,"[33, 221]",1003.0648589564283,12900.0,7.3333,0.41209219951222076,0.5764948787226314,2.9299999999999997,16008000.0
TX_24_90_R03,9347997.010067582,24.490000000000002,-2352557.6161546516,0.4545429751953418,-62646.617624305174,9347997.010067582,28216.637629996254,-2647.1134087032015,-9164.50835759069,39171.99440804623,4,35094.775007255754,90,24,0.5138187229160909,2246649.425648831,-7074.799084067006,68.1,1215.5519504967656,16008000.0,454054.86709667137,5,0.5839578342121178,65597.34079992825,32.225685123566805,46.49,-0.511963564641951,5637414.987810034,25.840601147942753,"[36, 231]",1091.9497370997758,15600.0,7.3333,0.41733183111094824,0.5839578342121178,2.490000000000002,16008000.0
TX_24_90_R04,9257901.44154721,24.67,-2327002.836357352,0.4545429751953418,-58559.57410042247,9257901.44154721,26117.06439300307,-2341.9960637731847,-7224.2728234164,35123.30075010907,4,34994.211033081374,90,24,0.5088665615164156,2228387.339323778,-6909.629441599866,58.5,1037.9792166163709,16008000.0,406270.84814335883,5,0.5783296752590711,61148.89731210986,33.838154163245036,48.67,-0.5595905436478698,5665940.551269624,27.548373916168792,"[40, 199]",948.0437746517716,14900.0,7.3333,0.41338038325163995,0.5783296752590711,0.6700000000000017,16008000.0
TX_24_95_P01,9808081.586260982,25.16470588235294,-2359756.8062866586,0.4545429751953418,-67410.90132687996,9808081.586260982,27144.208211806552,-2436.1470036351307,-8237.36147781908,37938.23779717545,4,34280.274680434835,95,24,0.5050347603433017,2288983.1743360003,-6918.926527564061,63.75,1269.076337444794,17088000.0,438303.2691820479,5,0.5739748119300668,69493.18216740862,29.89437016339121,44.5,-0.6385392434756271,5918724.825697852,23.357729779318348,"[1.25, 16, 1.75, 16, 0.5, 31.5]",1162.10815298672,14115.098713235293,7.3333,0.4084270936307334,0.5739748119300668,2.0,17088000.0
TX_24_95_P02,9783999.322991695,25.71468085106383,-2297423.334312241,0.4545429751953418,-62903.796900222405,9783999.322991695,27360.784612006035,-2474.028008302339,-8728.672109878069,37828.670608232555,4,34001.58670973327,95,24,0.5037947237518682,2229938.689220974,-6840.162016887746,58.75,1189.911626939576,17088000.0,426079.95819965116,5,0.5725655034522293,64804.957130688315,31.791159739758974,46.12,-0.6457310748396528,5980871.508909913,25.06579431591366,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1091.5586502932142,14117.96292109929,7.3333,0.40744299334105605,0.5725655034522293,1.9949999999999974,17088000.0
TX_24_95_P03,9851336.391538942,27.328333333333337,-2446027.9648855077,0.4545429751953418,-61626.34832872743,9851336.391538942,30022.436869057747,-2533.089961649713,-8819.63138834349,41343.382311861795,4,34371.47853528754,95,24,0.5072620236490895,2376608.673635799,-6992.656364789318,56.25,1209.3182834382678,17088000.0,461052.8973827399,5,0.5765061090554157,63424.85353318508,34.18734577824834,48.88,-0.5839798700421994,5940829.027497511,27.022899473137866,"[1, 16, 1.375, 16, 0.5, 36.5]",1110.9998354877341,15303.963125000002,7.3333,0.4101946628134133,0.5765061090554157,2.0050000000000026,17088000.0
TX_24_95_R01,9899986.733403396,24.03,-2385111.7705570697,0.4545429751953418,-67981.86976701139,9899986.733403396,29053.7162869022,-2814.417063020604,-10172.042937002536,41296.04542597083,4,35088.171434982,95,24,0.5097671122872743,2279715.6739425263,-7149.1201549337275,77.5,1356.6267680974865,17088000.0,487905.71831295814,5,0.5793531562150863,71121.33330155347,30.440240747927888,44.53,-0.5667136182521763,5961680.096136013,24.176826271185273,"[33, 263]",1201.7175439412147,15900.0,7.3333,0.41218271580437815,0.5793531562150863,3.530000000000001,17088000.0
TX_24_95_R02,9838239.222778955,24.490000000000002,-2491355.172357713,0.4545429751953418,-66575.08473972096,9838239.222778955,28216.637629996254,-2647.1134087032015,-9164.50835759069,39171.99440804623,4,35132.37098930011,95,24,0.5065876282102156,2387524.982207305,-7121.971448540936,68.1,1215.5519504967656,17088000.0,454054.86709667137,5,0.5757396548910906,69467.93151134704,32.225685123566805,46.49,-0.5969021662679626,5923002.759533427,25.840601147942753,"[36, 231]",1091.9497370997758,15600.0,7.3333,0.40965945864981246,0.5757396548910906,2.490000000000002,17088000.0
TX_24_95_R03,9835475.592769004,24.979999999999997,-2460953.941149962,0.4545429751953418,-61835.46033309282,9835475.592769004,28657.935209657422,-2475.975406780171,-7437.720445510803,38687.37869627458,4,35006.09511102442,95,24,0.5064453242124891,2362300.3162221257,-6984.619335441267,63.4,1144.6481459697752,17088000.0,452590.4867561431,5,0.5755779256068003,64415.64195419774,33.79848980884658,48.98,-0.5997129239573022,5982625.394300032,27.425597794234548,"[40, 215]",1044.933839716775,16700.0,7.3333,0.40954652536513964,0.5755779256068003,0.9799999999999969,17088000.0
TX_28_100_P01,11603624.064823797,26.261831275720162,-2678117.623948699,0.5384792892581054,-70545.90480015783,11603624.064823797,29804.263531305238,-2741.512165681975,-11187.656542772667,41589.177644930605,4,37659.54627150529,100,28,0.5619723719463526,2537508.9544841372,-7551.5780750038575,60.75,1278.3853297983826,18168000.0,454836.0943331716,5,0.638684723955515,74453.30415984485,32.53258362366356,46.25,-0.7129640120798102,6561759.54830984,25.378531361489994,"[1.125, 16, 1.625, 16, 0.5, 33.5]",1174.3888212747786,14642.487590020575,8.667,0.4451033897151207,0.638684723955515,2.0,18168000.0
TX_28_100_P02,11761730.295879664,27.897088353413654,-2713938.3529912247,0.5384792892581054,-65930.45399927888,11761730.295879664,34688.513993342865,-2872.095637962604,-10766.50496658148,48251.25752003953,4,37671.75052698166,100,28,0.5696295774185046,2566170.241263747,-7555.086830610357,62.25,1387.7908955899863,18168000.0,530140.8282582037,5,0.6473871805305847,69725.42789979836,34.76839174645735,49.25,-0.6236255045204346,6615724.646902715,27.172228795295247,"[1.125, 16, 1.625, 16, 0.5, 36.5]",1276.6164400672583,17456.01650351406,8.667,0.45104881520472906,0.6473871805305847,2.0,18168000.0
TX_28_100_R01,11678682.594818428,24.67,-2766405.276832717,0.5384792892581054,-71445.48624357025,11678682.594818428,31111.79918444079,-3010.0669220833424,-12191.066147737158,43615.42336638471,4,38390.683049153646,100,28,0.5656075138554878,2578828.545117839,-7687.166500321478,72.5,1316.797551137575,18168000.0,489293.17859337176,5,0.6428160829380465,76640.03028611442,33.122345442323734,46.67,-0.665207869762952,6577126.82296154,26.364083892557602,"[36, 247]",1180.0826955046762,16700.0,8.667,0.4479258900964304,0.6428160829380465,2.6700000000000017,18168000.0
TX_28_100_R02,11776061.515472673,25.380000000000003,-2645324.621555609,0.5384792892581054,-63884.030392788714,11776061.515472673,33914.471513405406,-2896.758142115977,-9429.111309718142,46560.03318440079,4,38317.61442580104,100,28,0.5703236493241933,2454765.6303967754,-7387.548175108353,73.3,1351.0504782776943,18168000.0,537492.2648502095,5,0.6481759971087997,68841.0603371783,34.46209740716354,49.38,-0.6262145858951396,6702402.470382633,27.6922667859899,"[40, 249]",1224.6910581752538,19600.0,8.667,0.4515877262754468,0.6481759971087997,1.3800000000000026,18168000.0
TX_28_105_P01,12281341.959199136,26.263181818181817,-2810931.232436218,0.5384792892581054,-74139.24906885994,12281341.959199136,33153.09753595358,-2856.8350100958874,-10336.629470490592,46376.926144096535,4,37550.72335293594,105,28,0.5614209957438562,2685281.285064744,-7676.615935421817,68.75,1437.449561697204,19248000.000000004,520954.2809051731,6,0.638058081837029,77606.76155264002,32.263341532025,46.75,-0.7431976738373417,6896760.104999155,25.145165482503373,"[1.375, 16, 1.875, 16, 0.5, 33.5]",1318.4680593580633,17339.30706439394,8.667,0.4427969126214861,0.638058081837029,2.0,19248000.000000004
